No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info
62;戈加-比塔泽;Goga Bitadze;5;0;9;67;89;77;83;80;75;75;55;70;70;70;80;75;77;24;4;格鲁吉亚;6;0;0;0;201918;856;0
63;托尔尼克-申格利亚;强ike Shengelia;4;0;9;68;75;66;73;81;78;73;66;77;68;75;73;78;75;32;1;格鲁吉亚;6;0;0;0;201254;2123;托尔尼克-托科-申格利亚（格鲁吉亚语： თორინკე შეგლია,生于 1991 年 10 月 5 日），又名 Shelengija，是格鲁吉亚职业篮球运动员，效力于甲级联赛（LBA）和欧洲联赛的博洛尼亚 Virtus 篮球俱乐部。谢尔盖利亚还代表格鲁吉亚国家队出战。他在 2018 年入选了全欧洲联赛第一阵容。
64;桑德罗-马穆凯拉什维利;Sandro Mamukelashvili;5;4;9;68;77;68;76;75;68;76;60;68;71;70;74;72;73;22;2;格鲁吉亚;6;0;0;0;202154;1262;0
65;卡哈贝尔-金特查拉泽;Kakhaber Jintcharadze;3;0;7;75;78;72;70;75;63;71;64;76;74;68;75;68;73;30;1;格鲁吉亚;6;0;0;0;0;5001;Kakhaber Jintcharadze 是一名篮球运动员，1993 年 7 月 16 日出生于波季。他身高六英尺六（1米97/6-6）。他是一名小前锋，最近效力于格鲁吉亚超级联赛第比利斯 TSU 队。
66;伊利亚-朗达里泽;Ilia Londaridze;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;21;0;格鲁吉亚;6;0;0;0;0;5001;Ilia londaridze（格鲁吉亚语：ილია ლონდარიძე,1989 年 9 月 15 日出生），格鲁吉亚职业篮球运动员，现效力于格鲁吉亚超级联赛第比利斯 BC Kavkasia 队。
67;亚历山大-佩瓦泽;Aleksandre Phevadze;4;0;8;62;72;72;61;73;71;73;55;69;70;56;66;69;68;26;0;格鲁吉亚;6;0;0;0;0;5001;Aleksandre Phevadze 是一名篮球运动员，出生于 1998 年 4 月 15 日。他身高六英尺九英寸（2米06/6-9）。他是一名大前锋，最近效力于格鲁吉亚超级联赛第比利斯 TSU 队。
68;乔治-科桑提亚;GIORGI KORSANTIA;4;0;8;62;72;72;61;73;71;73;55;69;70;56;66;69;68;26;0;格鲁吉亚;6;0;0;0;0;5001;乔治-科桑蒂亚（George Korsantia）是一名篮球运动员，出生于 1998 年 1 月 11 日。他身高六英尺八（2 米03/6-8）。他是一名大前锋，最近效力于格鲁吉亚超级联赛的库塔伊西队。
69;拉蒂-安德罗尼卡什维利;Rati Andronikashvili;1;2;8;62;72;72;61;73;71;73;55;69;70;56;65;66;65;23;1;格鲁吉亚;6;0;0;0;0;5001;拉蒂-安德罗尼卡什维利（格鲁吉亚语：რატი ანდრონიკაშვილი 2001 年 3 月 19 日出生）是一名格鲁吉亚球员，现效力于西甲萨拉戈萨卡萨德蒙特队。他身高 6 英尺 4 英寸（1.93 米），体重 186 磅（84 公斤），司职控球后卫和投篮后卫。
70;卢卡-马齐亚什维利;Luka Maziashvili;1;0;8;62;72;72;61;73;71;73;55;69;70;56;65;66;65;23;0;格鲁吉亚;6;0;0;0;0;5001;卢卡-马齐亚什维利是一名篮球运动员，出生于 2000 年 10 月 27 日。他身高六英尺二（1米87/6-2）。他是一名控球后卫，最近效力于格鲁吉亚超级联赛的卡夫卡西亚队。
71;乔-汤姆森;Joe Thomasson;2;1;8;62;72;72;61;73;71;73;55;69;70;56;64;67;65;30;0;格鲁吉亚;6;0;0;0;0;5001;乔-托马森（生于 1993 年 8 月 16 日）是一名美籍格鲁吉亚职业篮球运动员，现效力于以色列超级篮球联赛和欧洲联赛的特拉维夫马卡比普莱迪卡队。他司职控球后卫和投篮后卫。
72;乔治-奥赫基基泽;GIORGI OCHKHIKIDZE;1;0;8;62;72;72;61;73;71;73;55;69;70;56;65;66;65;20;0;格鲁吉亚;6;0;0;0;0;5001;乔治-奥赫基泽（Giorgi Ochkhikidze）是一名篮球运动员，出生于 2004 年 6 月 5 日。身高六英尺四英寸（1米92/6-4）。他是一名控球后卫，最近效力于格鲁吉亚超级联赛的库塔伊西队。
73;卢卡-东契奇;Luka Dončić;1;2;10;90;91;92;90;91;64;82;70;92;94;89;100;81;91;24;5;斯洛文尼亚;7;0;0;0;201803;28;卢卡·东契奇（斯洛文尼亚语：Luka Dončić，1999年2月28日—）是斯洛文尼亚职业篮球运动员，场上位置为控球后卫，现效力于NBA洛杉矶湖人。2017年9月18日，东契奇随斯洛文尼亚国家队赢得队史首座欧洲篮球锦标赛冠军，同时入选欧洲杯最佳阵容。2019年6月25日，东契奇获得NBA年度最佳新秀，至今东契奇已入选了5次NBA年度最佳阵容第一队。
74;日加-迪梅茨;Ziga Dimec;5;0;7;63;76;62;61;75;71;78;64;81;63;65;69;74;72;31;1;斯洛文尼亚;7;0;0;0;0;5001;日加-迪梅克（Žiga Dimec，1993 年 2 月 20 日出生），斯洛文尼亚职业篮球运动员，现效力于波兰篮球联赛的安维尔瓦切克队。他还代表斯洛文尼亚国家篮球队出战。
75;阿列克谢-尼科利奇;Aleksej Nikolić;1;0;7;86;62;80;77;60;61;58;72;62;80;70;80;62;72;28;1;斯洛文尼亚;7;0;0;0;0;5001;亚历克塞伊-尼科利奇（Aleksej Nikolić，出生于 1995 年 2 月 21 日）是斯洛文尼亚职业篮球运动员，现效力于斯洛文尼亚篮球联赛和 ABA 联赛的 Cedevita Olimpija 队。他身高 1.91 米，是一名得分后卫。
76;克莱曼-普莱佩里奇;Klemen Prepelič;2;0;7;73;70;85;67;68;61;69;69;68;86;69;76;67;72;30;1;斯洛文尼亚;7;0;0;0;0;5001;克莱门-普雷佩利奇（Klemen Prepelič）（1992 年 10 月 20 日出生）是斯洛文尼亚职业篮球运动员，曾效力于土耳其苏超联赛（BSL）的加拉塔萨雷-埃克马斯队。他还代表斯洛文尼亚国家篮球队参加国际比赛。他身高 1.91 米（6 英尺 3 英寸），司职投篮后卫。
77;约什-内博;Josh Nebo;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;26;0;斯洛文尼亚;7;0;0;0;0;5001;约书亚-奥克丘克沃-内博（Joshua Okechukwu Nebo，出生于 1997 年 7 月 17 日）是一名美国出生的归化斯洛文尼亚籍职业篮球运动员，现效力于意大利甲级联赛和欧洲联赛的米兰奥林匹亚队。他曾效力于圣弗朗西斯红闪电队和德克萨斯农工大学。2020-21 年，他的场均篮板数在以色列篮球超级联赛（Israel Basketball Premier League）中遥遥领先。
78;弗拉特科-钱查尔;Vlatko Čančar;3;2;9;67;76;74;77;67;61;66;61;66;74;69;73;62;68;27;4;斯洛文尼亚;7;0;0;0;201749;653;Vlatko Čančar（/ˈtʃɑːntʃɑːr/ CHAHN-char,1997 年 4 月 10 日出生），斯洛文尼亚职业篮球运动员，现效力于美国国家篮球协会（NBA）丹佛掘金队。身高 6 英尺 8 英寸（2.03 米），司职小前锋。
79;卢卡-什丘卡;Luka Scuka;3;4;8;62;72;72;61;73;71;73;55;69;70;56;64;68;67;22;0;斯洛文尼亚;7;0;0;0;0;5001;卢卡-什丘卡（Luka Ščuka，2002 年 5 月 23 日出生），斯洛文尼亚职业篮球运动员，现效力于 ABA 联赛和斯洛文尼亚篮球联赛的 Cedevita Olimpija 队。他身高 2.08 米，是一名前锋。
80;埃多-穆里奇;Edo Muric;3;0;8;62;72;72;61;73;71;73;55;69;70;56;64;68;67;32;0;斯洛文尼亚;7;0;0;0;0;5001;埃多-穆里奇（Edo Murić，出生于 1991 年 11 月 27 日）是斯洛文尼亚职业篮球运动员，现效力于斯洛文尼亚联赛和 ABA 联赛的 Cedevita Olimpija 篮球队。他还代表斯洛文尼亚国家队出战。他身高 2.02 米（6 英尺 8 英寸），司职小前锋。
81;米哈-切克韦尼克;Miha Cerkvenik;2;0;8;62;72;72;61;73;71;73;55;69;70;56;64;67;65;22;0;斯洛文尼亚;7;0;0;0;0;5001;米哈-切克韦尼克（Miha Cerkvenik）是一名篮球运动员，出生于 2001 年 11 月 09 日。他的身高为 6 英尺 2（1 米87 / 6-2）。他是一名投篮后卫，最近效力于斯洛文尼亚新KBM联赛的Krka Novo Mesto队。
82;佐兰-德拉季奇;Zoran Dragic;2;3;8;62;72;72;61;73;71;73;55;69;70;56;64;67;65;35;1;斯洛文尼亚;7;0;0;0;0;5001;佐兰-德拉季奇（Zoran Dragić，1989 年 6 月 22 日出生）是斯洛文尼亚职业篮球运动员，现效力于斯洛文尼亚联赛和 ABA 联赛的 Cedevita Olimpija 队。他还代表斯洛文尼亚国家篮球队参加国际比赛。他身高 1.96 米（6 英尺 5 英寸），司职投篮后卫和小前锋。他是戈兰-德拉季奇（Goran Dragić）的弟弟。
83;利昂-斯特加;Leon Stergar;2;0;8;62;72;72;61;73;71;73;55;69;70;56;64;67;65;24;0;斯洛文尼亚;7;0;0;0;0;5001;莱昂-斯特加（Leon Stergar，2000 年 3 月 17 日出生于斯洛文尼亚布雷日采）是斯洛文尼亚职业篮球运动员，效力于斯洛文尼亚联赛克尔卡队。他是一名身高 1.93 米的投篮后卫。
84;格雷戈尔-赫罗瓦特;Gregor Hrovat;2;3;7;64;67;58;55;69;63;64;59;67;60;56;58;62;60;29;1;斯洛文尼亚;7;0;0;0;0;5001;格雷戈尔-赫罗瓦特（Gregor Hrovat）（1994 年 8 月 18 日出生）是斯洛文尼亚职业篮球运动员，曾效力于 LNB Pro A 的第戎 JDA 队。他还代表斯洛文尼亚国家队出战。
85;尼古拉-约基奇;Nikola Jokic;5;0;11;94;94;80;87;94;65;91;88;93;78;80;97;89;93;28;8;塞尔维亚;8;0;0;0;201441;82;尼古拉·约基奇（塞尔维亚语：Никола Јокић，罗马化：Nikola Jokić，1995年2月19日—）为塞尔维亚男子篮球运动员，因名字相似及变幻莫测的传球技巧及组织能力而绰号“小丑”（Joker） 。目前效力于NBA丹佛掘金，场上位置为中锋。他在2014年NBA选秀大会中于第二轮第四十一顺位为丹佛掘金选中。2020-21赛季赢得生涯首座常规赛MVP，成为联盟史上第一位拿MVP的二轮选秀球员，同时也是联盟史上最低顺位的年度MVP,隔年赛季再收下生涯第二座常规赛MVP奖项，完成MVP二连霸。
86;瓦西里耶-米西奇;Vasilije Micic;1;2;9;80;79;79;79;74;61;64;75;78;75;78;83;70;77;30;9;塞尔维亚;8;0;0;0;201452;1320;瓦西里耶·米齐奇 （塞尔维亚语：Василије Мицић，罗马化：Vasilije Micić，1994年1月13日—），是一名塞尔维亚篮球运动员，司职后卫，目前效力于NBA的菲尼克斯太阳，并为塞尔维亚国家男子篮球队出战国际赛事。他在2014年NBA选秀中以52顺位被费城76人选中，但直到九年后才与俄克拉荷马城雷霆签约登陆NBA。他在欧洲效力期间曾三度入选全欧第一阵容，并带领安纳托利亚艾菲斯在2021和2022年两度问鼎欧洲篮球联赛，米齐奇本人也因此两度荣膺欧洲冠军联赛最终四强MVP，他还在2021年被评为欧洲篮球联赛MVP。
87;博格丹-博格达诺维奇;Bogdan Bogdanovic;2;3;8;77;78;87;84;81;55;70;63;73;84;77;84;68;76;31;6;塞尔维亚;8;0;0;0;201427;403;波格丹·博格达诺维奇（塞尔维亚语：Богдан Богдановић，1992年8月18日—），生于塞尔维亚，塞尔维亚职业篮球运动员，现效力于NBA洛杉矶快船，场上位置为得分后卫。他代表塞尔维亚国家篮球队参赛，参加了2014年篮球世界杯的比赛。
88;尼古拉-约维奇;Nikola Jovic;4;3;9;69;76;83;75;79;69;73;69;72;75;69;77;74;75;21;2;塞尔维亚;8;0;0;0;202227;1622;尼古拉-约维奇（塞尔维亚西里尔文： 尼古拉-约维奇（Nikola Jović，塞尔维亚西里尔文：Никола Јовић，发音为[nǐkola jǒːʋitɕ], 出生于 2003 年 6 月 9 日），塞尔维亚职业篮球运动员，现效力于美国国家篮球协会（NBA）迈阿密热火队。在 2022 年 NBA 选秀大会上，他在总第 27 位被热火队选中。
89;阿列克萨-阿夫拉莫维奇;Aleksa Avramović;1;2;9;75;65;80;74;71;57;63;81;69;77;72;76;71;74;29;1;塞尔维亚;8;0;0;0;0;5001;亚历克萨-阿夫拉莫维奇（塞尔维亚西里尔文：Алекса Аврамовић,1994 年 10 月 25 日出生）是塞尔维亚职业篮球运动员，效力于塞尔维亚 KLS、亚得里亚海联赛和欧洲联赛的帕尔蒂赞队。他还代表塞尔维亚国家男子篮球队参加国际比赛。
90;德扬-达维多瓦茨;Dejan Davidovac;3;0;8;74;70;78;64;79;69;71;62;75;76;69;74;71;73;29;1;塞尔维亚;8;0;0;0;0;5001;德扬-达维多瓦茨（塞尔维亚西里尔文：Дејан Давидовац,1995 年 1 月 17 日出生）是一名塞尔维亚职业篮球运动员，效力于塞尔维亚 KLS、亚得里亚海联赛和欧洲联赛的 Crvena zvezda。他身高 2.03 米（6 英尺 8 英寸），主要司职小前锋位置。
91;尼古拉-米卢蒂诺夫;Nikola Milutinov;5;0;8;69;70;75;70;68;70;77;52;78;68;72;74;69;71;29;1;塞尔维亚;8;0;0;0;0;5001;尼古拉-米卢蒂诺夫（塞尔维亚西里尔文：Никола Милутинов,生于 1994 年 12 月 30 日）是塞尔维亚职业篮球运动员，效力于希腊篮球联赛和欧洲联赛的奥林匹亚科斯队。他还代表塞尔维亚国家队参加国际比赛。米卢蒂诺夫身高 2.13 米（7 英尺 0 英寸），司职中锋。
92;马尔科-古杜里奇;Marko Guduric;2;3;8;68;66;79;69;72;60;70;76;68;78;68;71;71;71;29;6;塞尔维亚;8;0;0;0;201700;1821;马尔科-古杜里奇（塞尔维亚西里尔文：Марко Гудурић，1995 年 3 月 8 日出生）是一名塞尔维亚职业篮球运动员，效力于土耳其乙级联赛和欧洲联赛的费内巴切贝科队。他还代表塞尔维亚国家篮球队参加国际比赛。他身高 6 英尺 6 英寸（1.98 米），司职投篮后卫和小前锋。
93;奧格涅-多布里奇;Ognjen Dobrić;3;2;8;69;73;67;64;73;68;74;62;72;72;65;68;69;70;29;1;塞尔维亚;8;0;0;0;0;5001;奥格尼恩-多布里奇（塞尔维亚西里尔文：Огњен Добрић,1994 年 10 月 27 日出生）是塞尔维亚职业篮球运动员，效力于塞尔维亚篮球联赛（KLS）、亚得里亚海联赛和欧洲联赛的 Crvena zvezda 队。
94;乌罗什-普拉夫希奇;Uroš Plavšić;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;21;0;塞尔维亚;8;0;0;0;0;5001;Uroš Plavšić（塞尔维亚斯拉夫语：Урош Плавшић,1998 年 12 月 22 日出生）是塞尔维亚职业篮球运动员，效力于塞尔维亚 KLS、亚得里亚海联赛和欧洲联赛的 Crvena zvezda。他曾在田纳西志愿者队打大学篮球。
95;菲利普-彼得鲁塞夫;Filip Petrusev;5;4;8;67;80;66;64;66;65;75;49;79;69;63;72;65;68;24;3;塞尔维亚;8;0;0;0;202150;1716;菲利普-佩特鲁舍夫（塞尔维亚斯拉夫语：Филип Петрушев，马其顿语：Филип Петрушев,生于 2000 年 4 月 15 日）是塞尔维亚职业篮球运动员，效力于希腊篮球联赛和欧洲联赛的奥林匹亚科斯队。他曾在大学篮球队贡萨加牛头犬队效力。
96;瓦尼亚-马林科维奇;Vanja Marinković;2;0;7;67;76;81;76;61;61;61;63;71;82;74;76;59;68;27;1;塞尔维亚;8;0;0;0;0;5001;瓦尼娅-马林科维奇（Vanja Marinković，塞尔维亚语：Вања Маринковић，1997 年 1 月 9 日出生）是塞尔维亚职业篮球运动员，现效力于塞尔维亚篮球联赛（BLS）、ABA 联赛和欧洲联赛的 Partizan Mozzart Bet。他身高 1.98 米（6 英尺 6 英寸），主要司职投篮后卫。
97;尼古拉-武切维奇;Nikola Vucevic;5;0;10;70;87;72;78;82;65;87;58;84;78;79;83;77;80;33;12;黑山;9;0;0;0;201116;322;0
98;肯德里克-佩里;Kendrick Perry;1;0;7;89;71;70;77;62;58;60;83;71;72;75;80;68;75;31;1;黑山;9;0;0;0;0;5001;肯德里克-佩里（Kendrick Perry，1992 年 12 月 23 日出生）是一名美国出生的归化黑山籍职业篮球运动员，效力于西班牙 ACB 联赛和篮球冠军联赛的 Unicaja 队。他曾在扬斯敦州立大学打大学篮球。
99;阿列克萨-伊利奇;Aleksa Ilić;4;5;7;67;82;64;65;79;65;72;56;76;68;69;71;69;70;27;1;黑山;9;0;0;0;0;5001;亚历克萨-伊利奇（Aleksa Ilić，出生于 1996 年 9 月 17 日），黑山职业篮球运动员，效力于 ABA 联赛和黑山联赛的布杜奇诺斯特沃利队。
100;佩塔尔-波波维奇;Petar Popović;1;2;7;71;65;82;70;72;63;66;69;66;76;64;72;68;70;27;1;黑山;9;0;0;0;0;5001;佩塔尔-波波维奇（Petar Popović，1996 年 9 月 13 日出生），黑山职业篮球运动员，效力于 ABA 联赛和黑山联赛的布杜奇诺斯特沃利队。
101;瓦西里耶-巴科维奇;Vasilije Baćović;5;4;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;28;0;黑山;9;0;0;0;0;5001;瓦西里耶-巴乔维奇（Vasilije Baćović，1996 年 5 月 11 日出生）是一名黑山职业篮球运动员，现效力于黑山联赛和 ABA 联赛的 Studentski centar 队，司职中锋和大前锋。
102;伊戈尔-德罗布尼亚克;Igor Drobnjak;1;0;7;84;63;65;62;67;62;70;75;61;65;60;69;70;69;24;1;黑山;9;0;0;0;0;5001;伊戈尔-德罗布尼亚克是一名篮球运动员，2000 年 4 月 21 日出生于波德戈里察。他身高六英尺四英寸（1米93/6-4）。他是一名控球后卫，最近效力于亚得里亚海甲级联赛季后赛的 SC 德比队。
103;迪诺-拉东季奇;Dino Radončić;3;4;7;70;74;73;65;67;66;62;63;71;67;70;70;63;68;25;1;黑山;9;0;0;0;0;5001;迪诺-拉东契奇（Dino Radončić，斯拉夫语：Дино Радончић,1999 年 1 月 8 日出生），黑山籍职业篮球运动员，效力于德甲联赛和欧洲联赛球队拜仁慕尼黑。
104;埃米尔-哈齐贝戈维奇;Emir Hadzibegovic;3;0;8;62;72;72;61;73;71;73;55;69;70;56;64;68;67;27;0;黑山;9;0;0;0;0;5001;Emir Hadzibegovic 是一名篮球运动员，1996 年 8 月 24 日出生于比耶洛波列（黑山）。身高六英尺九英寸（2米06/6-9）。他是一名小前锋，最近效力于亚得里亚海甲级联赛季后赛的 SC 德比队。
105;马尔科-西蒙诺维奇;Marko Simonovic;4;5;9;59;68;59;64;80;66;71;59;73;61;62;62;70;67;24;3;黑山;9;0;0;0;202044;1566;马尔科-西蒙诺维奇（塞尔维亚西里尔文：Марко Симоновић,1999 年 10 月 15 日出生）是一名黑山职业篮球运动员，效力于 Basketbol Süper Ligi（BSL）和 EuroCup 的 Bahçeşehir Koleji 队。
106;卢卡-博加瓦茨;Luka Bogavac;2;1;8;62;72;72;61;73;71;73;55;69;70;56;64;67;65;20;0;黑山;9;0;0;0;0;5001;卢卡-博加瓦茨（Luka Bogavac，2003 年 9 月 20 日出生）是一名黑山职业篮球运动员，现效力于 ABA 联赛和 Prva A 联赛的 SC 德比队。他身高 6 英尺 5 英寸（1.96 米），体重 201 磅（91 公斤），司职投篮后卫和控球后卫。
107;乔治-约万诺维奇;Đorđije Jovanović;2;0;8;62;72;72;61;73;71;73;55;69;70;56;64;67;65;21;0;黑山;9;0;0;0;0;5001;乔尔迪耶-约万诺维奇是一名篮球运动员，出生于 2003 年 5 月 15 日。他的身高为六英尺六（1米97/6-6）。他是一名投篮后卫，最近效力于 G 联盟的安大略快船队。
