Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
371,Kevin Love,36,MIA,PF,23,9,10.9,1.8,5.0,.357,1.0,2.9,.358,0.7,2.1,.354,.461,0.7,1.0,.696,1.0,3.1,4.1,1.0,0.7,0.2,0.6,0.9,5.3,,loveke01
372,Ben Sheppard,23,IND,SG,63,9,19.5,1.9,4.6,.418,1.1,3.2,.342,0.8,1.4,.591,.537,0.4,0.4,.889,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2.0,5.3,,sheppbe01
373,Monte Morris,29,PHO,PG,45,0,12.7,1.8,4.3,.426,0.7,1.9,.360,1.2,2.4,.477,.505,0.8,0.9,.857,0.3,1.2,1.5,1.6,0.4,0.1,0.5,0.5,5.2,,morrimo01
374,Jabari Walker,22,POR,SF,60,1,12.5,2.0,3.8,.515,0.5,1.2,.389,1.5,2.6,.573,.576,0.8,1.2,.690,1.0,2.5,3.5,0.6,0.6,0.1,0.6,1.5,5.2,,walkeja01
375,Javonte Green,31,2TM,SG,68,19,18.5,1.8,4.2,.429,0.7,2.1,.326,1.1,2.1,.527,.509,0.8,1.1,.724,0.9,2.3,3.2,0.8,1.0,0.5,0.5,1.4,5.1,,greenja02
375,Javonte Green,31,NOP,SG,50,18,21.8,2.0,4.5,.446,0.8,2.2,.352,1.2,2.3,.534,.531,1.0,1.3,.758,1.0,2.6,3.6,0.9,1.1,0.6,0.6,1.5,5.8,,greenja02
375,Javonte Green,31,CLE,SG,18,1,9.2,1.3,3.5,.365,0.4,1.8,.242,0.8,1.7,.500,.429,0.3,0.6,.500,0.6,1.7,2.2,0.6,0.6,0.1,0.2,1.2,3.3,,greenja02
376,Alex Reese,25,2TM,PF,15,0,14.4,1.7,3.6,.481,1.0,2.7,.366,0.7,0.9,.846,.620,0.6,0.8,.750,0.6,2.5,3.1,0.3,0.7,0.7,0.4,1.4,5.1,,reeseal01
376,Alex Reese,25,OKC,PF,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,reeseal01
376,Alex Reese,25,PHI,PF,14,0,15.3,1.8,3.8,.472,1.1,2.9,.366,0.7,0.9,.833,.613,0.6,0.9,.750,0.6,2.7,3.3,0.3,0.7,0.7,0.4,1.5,5.3,,reeseal01
377,Bismack Biyombo,32,SAS,C,28,26,18.9,2.4,4.1,.588,0.0,0.0,,2.4,4.1,.588,.588,0.4,0.9,.400,1.5,4.1,5.6,1.1,0.6,0.8,1.0,1.9,5.1,,biyombi01
378,Mitchell Robinson,26,NYK,C,17,3,17.1,2.2,3.3,.661,0.0,0.0,,2.2,3.3,.661,.661,0.8,1.1,.684,3.1,2.9,5.9,0.8,0.9,1.1,0.6,1.5,5.1,,robinmi01
379,Kai Jones,24,2TM,C,40,6,11.7,2.2,2.7,.798,0.0,0.1,.200,2.2,2.6,.827,.803,0.6,0.8,.719,1.0,2.1,3.1,0.6,0.4,0.6,0.5,1.3,5.0,,joneska01
379,Kai Jones,24,LAC,C,28,0,7.4,0.9,1.3,.722,0.0,0.1,.000,0.9,1.2,.765,.722,0.3,0.4,.750,0.5,1.1,1.6,0.4,0.2,0.5,0.4,0.8,2.2,,joneska01
379,Kai Jones,24,DAL,C,12,6,21.7,5.1,6.1,.836,0.1,0.3,.333,5.0,5.8,.857,.842,1.2,1.7,.700,2.1,4.5,6.6,1.3,0.8,0.8,0.7,2.3,11.4,,joneska01
380,Ben Simmons,28,2TM,PG,51,24,22.0,2.3,4.4,.520,0.0,0.0,,2.3,4.4,.520,.520,0.5,0.6,.727,0.9,3.8,4.7,5.6,0.7,0.5,2.0,2.1,5.0,,simmobe01
380,Ben Simmons,28,BRK,PG,33,24,25.0,2.8,5.2,.547,0.0,0.0,,2.8,5.2,.547,.547,0.5,0.8,.692,0.9,4.3,5.2,6.9,0.8,0.5,2.7,2.5,6.2,,simmobe01
380,Ben Simmons,28,LAC,PG,18,0,16.4,1.3,2.9,.434,0.0,0.0,,1.3,2.9,.434,.434,0.3,0.4,.857,0.9,2.9,3.8,3.1,0.7,0.4,0.8,1.4,2.9,,simmobe01
381,Malaki Branham,21,SAS,SG,47,0,9.1,1.9,4.0,.458,0.7,1.8,.405,1.1,2.3,.500,.547,0.6,0.7,.818,0.1,0.9,1.1,0.8,0.2,0.0,0.7,0.6,5.0,,branhma01
382,Neemias Queta,25,BOS,C,62,6,13.9,2.1,3.3,.650,0.0,0.0,.000,2.1,3.2,.660,.650,0.7,1.0,.754,1.4,2.4,3.8,0.7,0.3,0.7,0.6,1.7,5.0,,quetane01
383,Alondes Williams,25,DET,SG,1,0,4.0,2.0,2.0,1.000,1.0,1.0,1.000,1.0,1.0,1.000,1.250,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,willial06
384,Jaylen Martin,21,2TM,SF,16,0,14.9,1.9,4.6,.419,0.4,1.4,.304,1.5,3.2,.471,.466,0.6,0.6,.900,0.7,2.1,2.8,1.1,0.6,0.0,0.8,0.9,4.9,,martija02
384,Jaylen Martin,21,BRK,SF,3,0,1.7,0.3,0.7,.500,0.3,0.3,1.000,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,,martija02
384,Jaylen Martin,21,WAS,SF,13,0,18.0,2.3,5.5,.417,0.5,1.7,.273,1.8,3.8,.480,.458,0.7,0.8,.900,0.8,2.5,3.4,1.3,0.7,0.0,0.9,1.0,5.8,,martija02
385,Lindy Waters III,27,2TM,SG,52,9,15.0,1.8,4.8,.369,1.2,3.6,.344,0.5,1.2,.444,.498,0.2,0.2,.727,0.4,1.7,2.1,1.0,0.5,0.2,0.4,1.2,4.9,,waterli01
385,Lindy Waters III,27,GSW,SG,38,9,17.2,2.0,5.4,.371,1.3,3.9,.331,0.7,1.5,.474,.490,0.2,0.3,.727,0.4,2.1,2.5,1.1,0.6,0.3,0.4,1.4,5.5,,waterli01
385,Lindy Waters III,27,DET,SG,14,0,8.8,1.1,3.1,.364,1.1,2.7,.395,0.1,0.4,.167,.534,0.0,0.0,,0.3,0.7,1.0,0.7,0.4,0.1,0.2,0.5,3.4,,waterli01
386,Trevelin Queen,27,ORL,SG,31,2,13.9,1.8,4.7,.381,0.7,2.5,.286,1.1,2.3,.486,.456,0.6,0.7,.857,0.8,0.9,1.7,1.2,1.0,0.3,0.7,1.2,4.9,,queentr01
387,Jock Landale,29,HOU,C,42,3,11.9,1.9,3.6,.533,0.3,0.6,.423,1.7,3.0,.556,.569,0.6,1.0,.675,1.3,1.9,3.3,0.9,0.3,0.2,0.5,1.2,4.8,,landajo01
388,Colin Castleton,24,3TM,C,26,4,16.6,1.8,3.8,.469,0.1,0.6,.125,1.7,3.2,.537,.480,1.1,1.5,.763,2.0,2.7,4.7,1.1,0.3,0.4,0.9,2.0,4.7,,castlco01
388,Colin Castleton,24,MEM,C,10,0,4.6,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,1.0,1.1,.909,0.3,0.6,0.9,0.0,0.1,0.1,0.1,0.6,1.4,,castlco01
388,Colin Castleton,24,TOR,C,11,4,26.2,2.9,5.8,.500,0.2,0.7,.250,2.7,5.1,.536,.516,1.2,1.6,.722,3.1,3.8,6.9,1.6,0.5,0.7,1.9,2.9,7.2,,castlco01
388,Colin Castleton,24,PHI,C,5,0,19.6,2.4,4.8,.500,0.0,0.8,.000,2.4,4.0,.600,.500,1.2,1.8,.667,3.2,4.2,7.4,2.0,0.2,0.2,0.2,2.6,6.0,,castlco01
389,Taylor Hendricks,21,UTA,PF,3,3,25.0,1.3,6.0,.222,1.0,4.0,.250,0.3,2.0,.167,.306,1.0,1.3,.750,1.7,3.3,5.0,0.7,1.7,1.3,0.7,2.7,4.7,,hendrta01
390,David Roddy,23,3TM,PF,33,3,12.4,1.7,3.8,.456,0.6,1.8,.311,1.2,1.9,.594,.532,0.6,0.8,.769,0.4,2.2,2.5,1.1,0.4,0.3,0.7,0.6,4.6,,roddyda01
390,David Roddy,23,ATL,PF,27,3,12.8,1.6,3.4,.473,0.6,1.6,.372,1.0,1.9,.560,.559,0.7,0.8,.818,0.4,2.2,2.6,1.1,0.4,0.3,0.7,0.7,4.5,,roddyda01
390,David Roddy,23,PHI,PF,3,0,9.7,2.7,6.3,.421,0.7,3.7,.182,2.0,2.7,.750,.474,0.0,0.0,,0.7,2.3,3.0,1.0,0.7,0.0,0.3,0.3,6.0,,roddyda01
390,David Roddy,23,HOU,PF,3,0,11.7,1.7,4.3,.385,0.3,2.3,.143,1.3,2.0,.667,.423,0.7,1.3,.500,0.0,1.7,1.7,0.7,0.0,0.3,0.3,0.3,4.3,,roddyda01
391,Drew Eubanks,27,2TM,C,61,4,12.2,1.9,3.2,.593,0.0,0.1,.500,1.8,3.1,.596,.601,0.8,1.2,.662,1.0,2.7,3.7,0.9,0.2,0.6,0.7,1.0,4.6,,eubandr01
391,Drew Eubanks,27,UTA,C,37,4,15.4,2.4,3.9,.607,0.1,0.1,.600,2.3,3.8,.607,.617,1.0,1.5,.632,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8,,eubandr01
391,Drew Eubanks,27,LAC,C,24,0,7.4,1.1,2.0,.551,0.0,0.0,.000,1.1,2.0,.563,.551,0.5,0.6,.786,0.8,1.6,2.4,0.4,0.1,0.3,0.4,0.7,2.7,,eubandr01
392,Pelle Larsson,23,MIA,SG,55,8,14.2,1.6,3.7,.438,0.6,1.7,.337,1.0,2.0,.528,.517,0.7,1.1,.672,0.5,1.2,1.7,1.2,0.6,0.1,0.4,1.7,4.6,,larsspe01
393,Julian Phillips,21,CHI,SF,79,5,14.2,1.6,3.6,.446,0.6,1.9,.327,1.0,1.7,.582,.533,0.8,1.0,.789,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,,phillju01
394,Cody Williams,20,UTA,SG,50,21,21.2,1.7,5.1,.323,0.7,2.7,.259,1.0,2.4,.393,.391,0.6,0.8,.725,0.5,1.7,2.3,1.2,0.5,0.3,0.9,1.9,4.6,,willico04
395,Rob Dillingham,20,MIN,PG,49,1,10.5,1.9,4.3,.441,0.5,1.5,.338,1.4,2.8,.496,.500,0.2,0.3,.533,0.2,0.8,1.0,2.0,0.4,0.0,1.1,0.8,4.5,,dilliro01
396,Jett Howard,21,ORL,SF,60,0,11.7,1.6,4.4,.374,0.9,3.1,.296,0.7,1.3,.566,.479,0.3,0.4,.696,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,4.5,,howarje01
397,Kevon Looney,28,GSW,C,76,6,15.0,1.9,3.7,.514,0.0,0.1,.400,1.9,3.6,.516,.518,0.7,1.3,.566,2.4,3.6,6.1,1.6,0.6,0.5,0.5,2.0,4.5,,looneke01
398,Mason Plumlee,34,PHO,C,74,21,17.6,1.7,2.7,.619,0.0,0.1,.000,1.7,2.7,.631,.619,1.1,1.7,.648,1.6,4.6,6.1,1.8,0.4,0.6,0.8,2.1,4.5,,plumlma01
399,Dalen Terry,22,CHI,SG,73,5,13.5,1.6,3.7,.448,0.5,1.4,.356,1.1,2.2,.506,.517,0.7,0.9,.710,0.5,1.2,1.7,1.3,0.6,0.2,0.7,1.6,4.5,,terryda01
400,Marvin Bagley III,25,2TM,PF,31,2,8.5,1.8,3.4,.519,0.1,0.6,.158,1.7,2.8,.598,.533,0.7,1.1,.657,1.2,1.5,2.7,0.4,0.3,0.3,0.4,0.6,4.4,,baglema01
400,Marvin Bagley III,25,WAS,C,19,1,8.7,2.0,3.7,.535,0.1,0.5,.200,1.9,3.2,.590,.549,0.8,1.2,.652,1.4,1.5,2.9,0.4,0.4,0.3,0.6,0.6,4.9,,baglema01
400,Marvin Bagley III,25,MEM,PF,12,1,8.3,1.4,2.9,.486,0.1,0.8,.111,1.3,2.2,.615,.500,0.7,1.0,.667,0.9,1.4,2.3,0.3,0.2,0.3,0.1,0.5,3.6,,baglema01
401,Charles Bassey,24,SAS,C,36,1,10.4,1.9,3.3,.581,0.0,0.0,,1.9,3.3,.581,.581,0.6,0.9,.636,1.6,2.7,4.2,0.5,0.4,0.8,0.6,1.4,4.4,,bassech01
402,Tony Bradley,27,IND,C,14,0,8.1,2.1,3.2,.644,0.1,0.2,.333,2.0,3.0,.667,.656,0.1,0.4,.333,1.3,1.7,3.0,0.4,0.1,0.6,0.4,0.8,4.4,,bradlto01
403,Reggie Jackson,34,PHI,PG,31,1,12.4,1.7,4.3,.391,0.8,2.4,.338,0.9,1.9,.458,.485,0.2,0.3,.778,0.3,1.1,1.4,1.5,0.5,0.1,0.5,1.1,4.4,,jacksre01
404,Reed Sheppard,20,HOU,PG,52,3,12.6,1.6,4.6,.351,0.9,2.7,.338,0.7,1.9,.371,.452,0.3,0.3,.813,0.3,1.2,1.5,1.4,0.7,0.3,0.7,1.0,4.4,,sheppre01
405,Lamar Stevens,27,MEM,PF,17,1,9.1,1.7,3.7,.460,0.5,1.6,.296,1.2,2.1,.583,.524,0.5,0.6,.727,0.2,2.0,2.2,0.5,0.3,0.2,0.6,0.9,4.4,,stevela01
406,Mo Bamba,26,2TM,C,32,2,12.9,1.6,3.5,.464,0.5,1.7,.278,1.2,1.8,.638,.531,0.6,0.8,.704,1.0,3.5,4.5,0.6,0.3,1.0,0.6,1.8,4.3,,bambamo01
406,Mo Bamba,26,LAC,C,28,2,12.6,1.7,3.7,.466,0.5,1.8,.300,1.2,1.9,.623,.539,0.6,0.9,.680,0.9,3.4,4.3,0.6,0.3,1.0,0.7,1.8,4.6,,bambamo01
406,Mo Bamba,26,NOP,C,4,0,15.3,1.0,2.3,.444,0.0,1.0,.000,1.0,1.3,.800,.444,0.5,0.5,1.000,1.5,4.8,6.3,0.5,0.0,0.8,0.3,1.8,2.5,,bambamo01
407,Jevon Carter,29,CHI,PG,36,1,8.9,1.5,4.1,.377,1.0,2.9,.333,0.6,1.1,.488,.497,0.2,0.3,.800,0.1,1.0,1.1,1.1,0.4,0.1,0.3,0.4,4.3,,carteje01
408,Micah Potter,26,UTA,C,38,10,18.6,1.5,3.6,.422,0.8,2.6,.316,0.7,1.0,.703,.537,0.4,0.5,.850,1.1,3.2,4.3,0.8,0.4,0.4,0.8,1.3,4.3,,pottemi01
409,Terrence Shannon Jr.,24,MIN,SG,32,1,10.6,1.7,3.6,.482,0.3,1.0,.355,1.4,2.6,.530,.531,0.5,0.7,.810,0.3,1.2,1.5,1.0,0.2,0.2,0.5,0.8,4.3,,shannte01
410,Daniel Theis,32,NOP,C,38,9,16.3,1.6,3.4,.473,0.2,1.0,.243,1.4,2.4,.565,.508,0.8,1.0,.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,,theisda01
411,Torrey Craig,34,2TM,SF,26,4,12.1,1.5,3.5,.422,0.9,2.5,.364,0.5,0.9,.583,.556,0.3,0.5,.667,1.0,1.8,2.8,0.7,0.3,0.5,0.3,1.3,4.2,,craigto01
411,Torrey Craig,34,CHI,SF,9,1,12.6,2.4,5.0,.489,1.7,3.9,.429,0.8,1.1,.700,.656,0.3,0.4,.750,0.9,1.9,2.8,0.6,0.2,0.1,0.0,1.7,6.9,,craigto01
411,Torrey Craig,34,BOS,SF,17,3,11.8,0.9,2.6,.356,0.5,1.8,.290,0.4,0.8,.500,.456,0.3,0.5,.625,1.1,1.7,2.8,0.7,0.4,0.6,0.5,1.1,2.7,,craigto01
412,Wendell Moore Jr.,23,2TM,SG,36,1,13.9,1.6,3.5,.468,0.4,1.1,.341,1.3,2.4,.529,.524,0.5,0.6,.818,0.8,1.8,2.6,1.2,0.6,0.1,0.8,0.9,4.2,,moorewe01
412,Wendell Moore Jr.,23,DET,SG,20,1,11.0,1.2,2.5,.460,0.2,0.7,.286,1.0,1.8,.528,.500,0.7,0.7,.929,0.6,1.7,2.2,1.2,0.5,0.2,0.5,0.8,3.2,,moorewe01
412,Wendell Moore Jr.,23,CHO,SG,16,0,17.5,2.3,4.8,.474,0.6,1.7,.370,1.6,3.1,.531,.539,0.3,0.5,.625,1.2,2.0,3.2,1.2,0.6,0.1,1.1,1.0,5.4,,moorewe01
413,Dominick Barlow,21,ATL,SF,35,4,10.7,1.7,3.2,.531,0.2,0.8,.259,1.5,2.5,.616,.562,0.6,0.9,.636,1.0,1.4,2.4,0.5,0.3,0.5,0.1,1.3,4.2,,barlodo01
414,Kessler Edwards,24,DAL,SF,40,18,15.2,1.7,3.4,.496,0.6,1.4,.407,1.1,2.0,.556,.578,0.3,0.3,.923,0.6,2.3,2.9,1.1,0.5,0.5,0.4,1.6,4.2,,edwarke02
415,Oso Ighodaro,22,PHO,PF,61,6,17.1,1.9,3.1,.604,0.0,0.0,.000,1.9,3.0,.611,.604,0.5,0.8,.580,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,4.2,,ighodos01
416,Kris Murray,24,POR,SF,69,6,15.1,1.7,4.0,.419,0.4,1.7,.225,1.3,2.3,.566,.468,0.4,0.8,.456,1.1,1.5,2.6,1.0,0.5,0.2,0.6,1.0,4.2,,murrakr01
417,Duop Reath,28,POR,C,46,0,10.2,1.5,3.6,.422,0.7,2.3,.321,0.8,1.3,.600,.524,0.4,0.5,.909,1.0,1.0,2.0,0.6,0.3,0.3,0.3,0.9,4.2,,reathdu01
418,Cam Spencer,24,MEM,SG,25,1,10.1,1.4,3.3,.415,0.8,2.1,.365,0.6,1.2,.500,.530,0.8,0.8,1.000,0.5,0.7,1.2,1.4,0.4,0.0,0.2,0.9,4.2,,spencca01
419,Maxwell Lewis,22,2TM,SF,28,1,11.7,1.6,3.9,.417,0.7,1.8,.380,0.9,2.1,.448,.505,0.3,0.4,.700,0.6,1.3,2.0,0.7,0.3,0.3,0.5,1.0,4.1,,lewisma05
419,Maxwell Lewis,22,LAL,SF,7,0,4.1,0.3,0.9,.333,0.0,0.0,,0.3,0.9,.333,.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.6,,lewisma05
419,Maxwell Lewis,22,BRK,SF,21,1,14.2,2.0,4.9,.422,0.9,2.4,.380,1.1,2.5,.462,.515,0.3,0.5,.700,0.8,1.8,2.5,0.8,0.4,0.3,0.6,1.3,5.3,,lewisma05
420,Jaylen Clark,23,MIN,SG,40,4,13.1,1.4,3.0,.467,0.6,1.3,.431,0.9,1.7,.493,.558,0.7,0.9,.784,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,4.1,,clarkja02
421,Caleb Houstan,22,ORL,SF,58,6,13.6,1.4,3.3,.421,1.1,2.8,.400,0.3,0.5,.533,.589,0.3,0.3,.882,0.3,1.0,1.3,0.6,0.4,0.1,0.2,1.1,4.1,,houstca01
422,Jordan Miller,25,LAC,SF,37,0,11.4,1.6,3.6,.433,0.2,1.0,.211,1.4,2.6,.521,.463,0.8,0.9,.800,0.6,0.9,1.6,0.9,0.5,0.1,0.7,0.7,4.1,,millejo02
423,Jalen Pickett,25,DEN,SG,49,4,13.6,1.6,3.7,.428,0.8,2.1,.396,0.8,1.6,.468,.539,0.1,0.2,.750,0.3,1.1,1.4,2.2,0.4,0.1,0.5,0.8,4.1,,pickeja02
424,Paul Reed,25,DET,C,45,0,9.7,1.6,3.2,.507,0.2,0.6,.286,1.4,2.5,.561,.535,0.7,0.9,.762,0.9,1.8,2.7,1.0,0.9,0.6,0.6,1.7,4.1,,reedpa01
425,Gui Santos,22,GSW,PF,56,2,13.6,1.5,3.2,.458,0.6,1.8,.330,0.9,1.4,.632,.553,0.5,0.8,.690,1.3,1.8,3.1,1.4,0.4,0.2,0.8,1.6,4.1,,santogu01
426,Jarred Vanderbilt,25,LAL,PF,36,2,16.1,1.6,3.4,.488,0.3,0.9,.281,1.4,2.5,.562,.525,0.6,1.0,.556,1.9,3.2,5.1,1.1,1.0,0.3,0.8,1.9,4.1,,vandeja01
427,Colby Jones,22,2TM,SG,39,0,13.2,1.5,3.3,.457,0.4,1.3,.327,1.1,2.1,.538,.519,0.6,0.9,.657,0.5,1.7,2.2,1.1,0.7,0.3,0.6,0.9,4.0,,jonesco02
427,Colby Jones,22,SAC,SG,24,0,5.4,0.5,1.1,.423,0.2,0.4,.400,0.3,0.7,.438,.500,0.0,0.0,,0.3,0.6,1.0,0.3,0.3,0.3,0.3,0.5,1.1,,jonesco02
427,Colby Jones,22,WAS,SG,15,0,25.7,3.2,6.9,.466,0.8,2.6,.308,2.4,4.3,.563,.524,1.5,2.3,.657,0.9,3.4,4.3,2.5,1.3,0.4,1.1,1.6,8.7,,jonesco02
428,Nicolas Batum,36,LAC,PF,78,8,17.5,1.3,3.1,.437,1.1,2.6,.433,0.2,0.4,.457,.622,0.2,0.3,.810,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,4.0,,batumni01
429,Malachi Flynn,26,CHO,PG,4,0,11.0,1.3,3.3,.385,0.3,1.0,.250,1.0,2.3,.444,.423,1.3,1.5,.833,0.8,1.0,1.8,1.8,0.8,0.0,1.0,1.0,4.0,,flynnma01
430,Ron Harper Jr.,24,DET,SF,1,0,17.0,1.0,8.0,.125,0.0,6.0,.000,1.0,2.0,.500,.125,2.0,2.0,1.000,4.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,,harpero02
431,Josh Richardson,31,MIA,SG,8,0,18.8,1.4,4.8,.289,0.8,2.8,.273,0.6,2.0,.313,.368,0.5,0.5,1.000,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0,,richajo01
432,Steven Adams,31,HOU,C,58,3,13.7,1.6,2.9,.545,0.0,0.0,.000,1.6,2.8,.552,.545,0.7,1.6,.462,2.9,2.8,5.6,1.1,0.4,0.5,0.9,1.0,3.9,,adamsst01
433,Kyle Lowry,38,PHI,PG,35,12,18.8,1.2,3.3,.350,0.8,2.5,.330,0.3,0.8,.414,.474,0.8,0.9,.818,0.3,1.6,1.9,2.7,0.9,0.3,0.6,1.8,3.9,,lowryky01
434,Olivier-Maxence Prosper,22,DAL,PF,52,4,11.2,1.3,3.3,.402,0.2,1.0,.235,1.1,2.4,.472,.437,0.9,1.5,.645,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,3.9,,prospol01
435,Patty Mills,36,2TM,PG,29,0,11.1,1.2,3.3,.375,0.9,2.6,.347,0.3,0.7,.476,.510,0.4,0.5,.929,0.1,0.6,0.8,0.9,0.4,0.1,0.6,0.8,3.8,,millspa02
435,Patty Mills,36,UTA,PG,17,0,15.3,1.5,4.5,.342,1.0,3.4,.298,0.5,1.1,.474,.454,0.3,0.3,1.000,0.2,1.1,1.2,1.2,0.7,0.2,0.9,0.7,4.4,,millspa02
435,Patty Mills,36,LAC,PG,12,0,5.1,0.8,1.7,.500,0.8,1.5,.500,0.1,0.2,.500,.725,0.7,0.8,.889,0.1,0.0,0.1,0.4,0.1,0.0,0.1,1.0,3.1,,millspa02
436,Branden Carlson,25,OKC,C,32,0,7.7,1.3,3.0,.443,0.7,2.1,.333,0.7,1.0,.677,.557,0.4,0.6,.778,0.5,1.2,1.7,0.4,0.2,0.7,0.2,0.7,3.8,,carlsbr01
437,Devin Carter,22,SAC,PG,36,0,11.0,1.3,3.5,.370,0.5,1.7,.295,0.8,1.8,.439,.441,0.7,1.2,.591,0.5,1.6,2.1,1.1,0.6,0.1,0.5,1.1,3.8,,cartede02
438,Ousmane Dieng,21,OKC,C,37,1,10.9,1.5,3.4,.432,0.6,1.9,.324,0.8,1.5,.574,.524,0.3,0.4,.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8,,diengou01
439,Markieff Morris,35,2TM,PF,15,2,11.0,1.4,4.7,.300,0.6,2.4,.250,0.8,2.3,.353,.364,0.3,0.4,.833,0.2,1.3,1.5,1.4,0.1,0.2,0.3,1.1,3.7,,morrima02
439,Markieff Morris,35,DAL,PF,7,0,5.9,0.7,3.1,.227,0.3,1.9,.154,0.4,1.3,.333,.273,0.0,0.0,,0.0,1.1,1.1,0.6,0.1,0.1,0.3,0.3,1.7,,morrima02
439,Markieff Morris,35,LAL,PF,8,2,15.5,2.0,6.0,.333,0.9,2.9,.304,1.1,3.1,.360,.406,0.6,0.8,.833,0.4,1.5,1.9,2.1,0.1,0.3,0.4,1.8,5.5,,morrima02
440,Emoni Bates,21,CLE,SF,10,0,7.5,1.3,3.8,.342,1.1,3.0,.367,0.2,0.8,.250,.487,0.0,0.0,,0.0,0.7,0.7,0.8,0.1,0.1,0.2,0.4,3.7,,batesem01
441,DeAndre Jordan,36,DEN,C,56,5,12.3,1.6,2.5,.650,0.0,0.0,,1.6,2.5,.650,.650,0.5,1.1,.422,1.5,3.6,5.1,0.9,0.3,0.5,0.7,1.3,3.7,,jordade01
442,Craig Porter Jr.,24,CLE,PG,51,1,10.1,1.4,2.7,.514,0.4,0.9,.438,1.0,1.8,.554,.589,0.5,0.6,.719,0.4,0.9,1.3,1.4,0.3,0.3,0.7,0.5,3.7,,portecr01
443,Jackson Rowe,28,GSW,PF,6,0,8.7,1.3,2.8,.471,0.5,1.7,.300,0.8,1.2,.714,.559,0.5,1.0,.500,0.5,1.3,1.8,0.7,0.7,0.0,0.2,0.7,3.7,,roweja01
444,Blake Wesley,21,SAS,SG,58,0,11.8,1.4,3.2,.435,0.3,1.0,.293,1.1,2.2,.500,.481,0.7,1.1,.623,0.3,0.8,1.1,2.0,0.6,0.1,0.9,0.8,3.7,,weslebl01
445,JT Thor,22,2TM,PF,20,0,12.5,1.3,3.0,.424,0.3,1.1,.286,1.0,1.9,.500,.475,0.8,1.1,.682,1.0,1.4,2.4,0.3,0.4,0.5,0.5,0.9,3.6,,thorjt01
445,JT Thor,22,CLE,PF,9,0,4.7,1.0,1.7,.600,0.3,0.7,.500,0.7,1.0,.667,.700,0.8,0.9,.875,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,3.1,,thorjt01
445,JT Thor,22,WAS,PF,11,0,18.8,1.5,4.0,.364,0.3,1.4,.200,1.2,2.6,.448,.398,0.7,1.3,.571,1.5,2.3,3.8,0.5,0.5,0.5,0.3,1.0,3.9,,thorjt01
446,Baylor Scheierman,24,BOS,SG,31,2,12.4,1.3,3.5,.355,0.8,2.6,.317,0.4,0.9,.464,.473,0.3,0.4,.750,0.6,1.5,2.1,1.1,0.5,0.1,0.4,0.7,3.6,,scheiba01
447,Jae'Sean Tate,29,HOU,SF,52,2,11.3,1.3,2.8,.473,0.3,0.9,.348,1.0,2.0,.529,.527,0.6,0.9,.681,1.0,1.3,2.3,0.9,0.5,0.1,0.4,1.6,3.6,,tateja01
448,Jaylon Tyson,22,CLE,SG,47,3,9.6,1.4,3.2,.430,0.4,1.2,.345,0.9,1.9,.484,.497,0.4,0.5,.792,0.8,1.3,2.0,0.9,0.3,0.1,0.6,1.1,3.6,,tysonja01
449,Elfrid Payton,30,2TM,PG,24,9,21.3,1.7,5.1,.328,0.0,0.3,.167,1.6,4.8,.336,.332,0.2,0.3,.571,0.6,2.7,3.3,6.9,1.0,0.5,2.5,1.5,3.5,,paytoel01
449,Elfrid Payton,30,NOP,PG,18,7,21.6,2.1,5.6,.366,0.1,0.3,.167,2.0,5.3,.379,.371,0.2,0.4,.571,0.8,2.9,3.7,8.1,1.0,0.4,2.9,1.3,4.4,,paytoel01
449,Elfrid Payton,30,CHO,PG,6,2,20.5,0.5,3.5,.143,0.0,0.0,,0.5,3.5,.143,.143,0.0,0.0,,0.2,2.0,2.2,3.3,1.0,0.5,1.2,2.0,1.0,,paytoel01
